unit_id,dealer_account_id,model,motor_lot,status,installed
TM-00106,ACC-DLR-26,TUBE-DLX,4471,up,2025-10-01
TM-00107,ACC-DLR-33,TUBE-DLX,4471,up,2026-05-01
TM-00108,ACC-DLR-40,TUBE-DLX,4471,up,2026-07-01
TM-00109,ACC-DLR-7,TUBE-DLX,4471,up,2026-02-01
TM-00110,ACC-DLR-14,TUBE-STD,4471,up,2026-07-01
TM-00111,ACC-DLR-21,TUBE-DLX,4471,up,2025-04-01
TM-00112,ACC-DLR-28,TUBE-DLX,4471,up,2026-05-01
TM-00113,ACC-DLR-35,TUBE-DLX,4471,up,2025-07-01
TM-00114,ACC-DLR-2,TUBE-DLX,4471,up,2025-04-01
TM-00115,ACC-DLR-9,TUBE-STD,4471,up,2026-03-01
TM-00116,ACC-DLR-16,TUBE-DLX,4471,up,2026-09-01
TM-00117,ACC-DLR-23,TUBE-DLX,4471,up,2026-02-01
TM-00118,ACC-DLR-30,TUBE-DLX,4471,up,2025-04-01
TM-00119,ACC-DLR-37,TUBE-DLX,4471,up,2025-06-01
TM-00120,ACC-DLR-4,TUBE-STD,4471,up,2025-08-01
TM-00121,ACC-DLR-11,TUBE-DLX,4471,up,2026-04-01
TM-00122,ACC-DLR-18,TUBE-DLX,4471,up,2026-08-01
TM-00123,ACC-DLR-25,TUBE-DLX,4471,up,2025-05-01
TM-00124,ACC-DLR-32,TUBE-DLX,4471,up,2026-12-01
TM-00125,ACC-DLR-39,TUBE-STD,4471,up,2025-11-01
TM-00126,ACC-DLR-6,TUBE-DLX,4471,up,2026-03-01
TM-00127,ACC-DLR-13,TUBE-DLX,4471,up,2025-06-01
TM-00128,ACC-DLR-20,TUBE-DLX,4471,up,2025-05-01
TM-00129,ACC-DLR-27,TUBE-DLX,4471,up,2026-03-01
TM-00130,ACC-DLR-34,TUBE-STD,4471,up,2025-06-01
TM-00131,ACC-DLR-1,TUBE-DLX,4471,up,2026-11-01
TM-00132,ACC-DLR-8,TUBE-DLX,4471,up,2025-03-01
TM-00133,ACC-DLR-15,TUBE-DLX,4471,up,2026-07-01
TM-00134,ACC-DLR-22,TUBE-DLX,4471,up,2026-11-01
TM-00135,ACC-DLR-29,TUBE-STD,4471,up,2025-06-01
TM-00136,ACC-DLR-36,TUBE-DLX,4471,up,2026-04-01
TM-00137,ACC-DLR-3,TUBE-DLX,4471,up,2026-10-01
TM-00138,ACC-DLR-10,TUBE-DLX,4471,up,2026-05-01
TM-00139,ACC-DLR-17,TUBE-DLX,4471,up,2025-08-01
TM-00140,ACC-DLR-24,TUBE-STD,4471,up,2025-07-01
TM-00141,ACC-DLR-31,TUBE-DLX,4471,up,2025-08-01
TM-00142,ACC-DLR-38,TUBE-DLX,4471,up,2026-01-01
TM-00143,ACC-DLR-5,TUBE-DLX,4471,up,2026-01-01
TM-00144,ACC-DLR-12,TUBE-DLX,4471,up,2025-05-01
TM-00145,ACC-DLR-19,TUBE-STD,4471,up,2026-09-01
TM-00146,ACC-DLR-26,TUBE-DLX,4471,up,2026-03-01
TM-00147,ACC-DLR-33,TUBE-DLX,4471,up,2025-09-01
TM-00148,ACC-DLR-40,TUBE-DLX,4471,up,2026-02-01
TM-00149,ACC-DLR-7,TUBE-DLX,4471,up,2026-11-01
TM-00150,ACC-DLR-14,TUBE-STD,4471,up,2025-02-01
TM-00151,ACC-DLR-21,TUBE-DLX,4471,up,2026-04-01
TM-00152,ACC-DLR-28,TUBE-DLX,4471,up,2026-06-01
TM-00153,ACC-DLR-35,TUBE-DLX,4471,up,2025-09-01
TM-00154,ACC-DLR-2,TUBE-DLX,4471,up,2026-11-01
TM-00155,ACC-DLR-9,TUBE-STD,4471,up,2026-03-01
TM-00156,ACC-DLR-16,TUBE-DLX,4471,up,2026-11-01
TM-00157,ACC-DLR-23,TUBE-DLX,4471,up,2025-02-01
TM-00158,ACC-DLR-30,TUBE-DLX,4471,up,2026-07-01
TM-00159,ACC-DLR-37,TUBE-DLX,4471,up,2025-05-01
TM-00160,ACC-DLR-4,TUBE-STD,4471,up,2026-05-01
TM-00161,ACC-DLR-11,TUBE-DLX,4471,up,2025-02-01
TM-00162,ACC-DLR-18,TUBE-DLX,4471,up,2025-06-01
TM-00163,ACC-DLR-25,TUBE-DLX,4471,up,2026-12-01
TM-00164,ACC-DLR-32,TUBE-DLX,4471,up,2025-12-01
TM-00165,ACC-DLR-39,TUBE-STD,4471,up,2026-12-01
TM-00166,ACC-DLR-6,TUBE-DLX,4471,up,2025-06-01
TM-00167,ACC-DLR-13,TUBE-DLX,4471,up,2025-11-01
TM-00168,ACC-DLR-20,TUBE-DLX,4471,up,2025-08-01
TM-00169,ACC-DLR-27,TUBE-DLX,4471,up,2025-12-01
TM-00170,ACC-DLR-34,TUBE-STD,4471,up,2026-09-01
TM-00171,ACC-DLR-1,TUBE-DLX,4471,up,2025-08-01
TM-00172,ACC-DLR-8,TUBE-DLX,4471,up,2025-09-01
TM-00173,ACC-DLR-15,TUBE-DLX,4471,up,2025-07-01
TM-00174,ACC-DLR-22,TUBE-DLX,4471,up,2026-11-01
TM-00175,ACC-DLR-29,TUBE-STD,4471,up,2025-09-01
TM-00176,ACC-DLR-36,TUBE-DLX,4471,up,2026-06-01
TM-00177,ACC-DLR-3,TUBE-DLX,4471,up,2026-05-01
TM-00178,ACC-DLR-10,TUBE-DLX,4471,up,2025-11-01
TM-00179,ACC-DLR-17,TUBE-DLX,4471,up,2025-01-01
TM-00180,ACC-DLR-24,TUBE-STD,4471,up,2025-08-01
TM-00181,ACC-DLR-31,TUBE-DLX,4471,up,2025-06-01
TM-00182,ACC-DLR-38,TUBE-DLX,4471,up,2025-08-01
TM-00183,ACC-DLR-5,TUBE-DLX,4471,up,2025-04-01
TM-00184,ACC-DLR-12,TUBE-DLX,4471,up,2026-01-01
TM-00185,ACC-DLR-19,TUBE-STD,4471,up,2025-11-01
TM-00186,ACC-DLR-26,TUBE-DLX,4471,up,2025-10-01
TM-00187,ACC-DLR-33,TUBE-DLX,4471,up,2025-02-01
TM-00188,ACC-DLR-40,TUBE-DLX,4471,up,2025-02-01
TM-00189,ACC-DLR-7,TUBE-DLX,4471,up,2026-05-01
TM-00190,ACC-DLR-14,TUBE-STD,4471,up,2025-09-01
TM-00191,ACC-DLR-21,TUBE-DLX,4471,up,2026-01-01
TM-00192,ACC-DLR-28,TUBE-DLX,4471,up,2025-05-01
TM-00193,ACC-DLR-35,TUBE-DLX,4471,up,2025-06-01
TM-00194,ACC-DLR-2,TUBE-DLX,4471,up,2026-10-01
TM-00195,ACC-DLR-9,TUBE-STD,4471,up,2025-09-01
TM-00196,ACC-DLR-16,TUBE-DLX,4471,up,2026-03-01
TM-00197,ACC-DLR-23,TUBE-DLX,4471,up,2025-05-01
TM-00198,ACC-DLR-30,TUBE-DLX,4471,up,2025-05-01
TM-00199,ACC-DLR-37,TUBE-DLX,4471,up,2026-07-01
TM-00200,ACC-DLR-4,TUBE-STD,4471,up,2025-03-01
TM-00201,ACC-DLR-11,TUBE-DLX,4471,up,2025-07-01
TM-00202,ACC-DLR-18,TUBE-DLX,4471,up,2026-06-01
TM-00203,ACC-DLR-25,TUBE-DLX,4471,up,2026-05-01
TM-00204,ACC-DLR-32,TUBE-DLX,4471,up,2026-05-01
TM-00205,ACC-DLR-39,TUBE-STD,4471,up,2026-09-01
TM-00206,ACC-DLR-6,TUBE-DLX,4471,up,2026-11-01
TM-00207,ACC-DLR-13,TUBE-DLX,4471,up,2025-12-01
TM-00208,ACC-DLR-20,TUBE-DLX,4471,up,2025-05-01
TM-00209,ACC-DLR-27,TUBE-DLX,4471,up,2025-04-01
TM-00210,ACC-DLR-34,TUBE-STD,4471,up,2026-12-01
TM-00211,ACC-DLR-1,TUBE-DLX,4471,up,2026-10-01
TM-00212,ACC-DLR-8,TUBE-DLX,4471,up,2025-04-01
TM-00213,ACC-DLR-15,TUBE-DLX,4471,up,2026-04-01
TM-00214,ACC-DLR-22,TUBE-DLX,4471,up,2026-02-01
TM-00215,ACC-DLR-29,TUBE-STD,4471,up,2026-07-01
TM-00216,ACC-DLR-36,TUBE-DLX,4471,up,2025-04-01
TM-00217,ACC-DLR-3,TUBE-DLX,4471,up,2026-05-01
TM-00218,ACC-DLR-10,TUBE-DLX,4471,up,2025-03-01
TM-00219,ACC-DLR-17,TUBE-DLX,4471,up,2026-03-01
TM-00220,ACC-DLR-24,TUBE-STD,4471,up,2025-10-01
TM-00221,ACC-DLR-31,TUBE-DLX,4471,up,2026-07-01
TM-00222,ACC-DLR-38,TUBE-DLX,4471,up,2025-02-01
TM-00223,ACC-DLR-5,TUBE-DLX,4471,up,2025-12-01
TM-00224,ACC-DLR-12,TUBE-DLX,4471,up,2025-10-01
TM-00225,ACC-DLR-19,TUBE-STD,4471,up,2026-12-01
TM-00226,ACC-DLR-26,TUBE-DLX,4471,up,2026-05-01
TM-00227,ACC-DLR-33,TUBE-DLX,4471,up,2025-12-01
TM-00228,ACC-DLR-40,TUBE-DLX,4471,up,2025-09-01
TM-00229,ACC-DLR-7,TUBE-DLX,4471,up,2026-07-01
TM-00230,ACC-DLR-14,TUBE-STD,4471,up,2026-06-01
TM-00231,ACC-DLR-21,TUBE-DLX,4471,up,2025-04-01
TM-00232,ACC-DLR-28,TUBE-DLX,4471,up,2025-09-01
TM-00233,ACC-DLR-35,TUBE-DLX,4471,up,2025-10-01
TM-00234,ACC-DLR-2,TUBE-DLX,4471,up,2026-12-01
TM-00235,ACC-DLR-9,TUBE-STD,4471,up,2026-01-01
TM-00236,ACC-DLR-16,TUBE-DLX,4471,up,2025-02-01
TM-00237,ACC-DLR-23,TUBE-DLX,4471,up,2025-11-01
TM-00238,ACC-DLR-30,TUBE-DLX,4471,up,2026-02-01
TM-00239,ACC-DLR-37,TUBE-DLX,4471,up,2025-08-01
TM-00240,ACC-DLR-4,TUBE-STD,4471,up,2025-10-01
TM-00241,ACC-DLR-11,TUBE-DLX,4471,up,2025-07-01
TM-00242,ACC-DLR-18,TUBE-DLX,4471,up,2026-04-01
TM-00243,ACC-DLR-25,TUBE-DLX,4471,up,2026-05-01
TM-00244,ACC-DLR-32,TUBE-DLX,4471,up,2025-06-01
TM-00245,ACC-DLR-39,TUBE-STD,4471,up,2026-11-01
TM-00246,ACC-DLR-6,TUBE-DLX,4471,up,2026-01-01
TM-00247,ACC-DLR-13,TUBE-DLX,4471,up,2026-07-01
TM-00248,ACC-DLR-20,TUBE-DLX,4471,up,2025-11-01
TM-00249,ACC-DLR-27,TUBE-DLX,4471,up,2025-01-01
TM-00250,ACC-DLR-34,TUBE-STD,4471,up,2026-06-01
TM-00251,ACC-DLR-1,TUBE-DLX,4471,up,2025-04-01
TM-00252,ACC-DLR-8,TUBE-DLX,4471,up,2026-11-01
TM-00253,ACC-DLR-15,TUBE-DLX,4471,up,2026-02-01
TM-00254,ACC-DLR-22,TUBE-DLX,4471,up,2025-03-01
TM-00255,ACC-DLR-29,TUBE-STD,4471,up,2026-12-01
TM-00256,ACC-DLR-36,TUBE-DLX,4471,up,2025-07-01
TM-00257,ACC-DLR-3,TUBE-DLX,4471,up,2026-10-01
TM-00258,ACC-DLR-10,TUBE-DLX,4471,up,2026-09-01
TM-00259,ACC-DLR-17,TUBE-DLX,4471,up,2026-01-01
TM-00260,ACC-DLR-24,TUBE-STD,4471,up,2026-05-01
TM-00261,ACC-DLR-31,TUBE-DLX,4471,up,2026-01-01
TM-00262,ACC-DLR-38,TUBE-DLX,4471,up,2025-12-01
TM-00263,ACC-DLR-5,TUBE-DLX,4471,up,2025-05-01
TM-00264,ACC-DLR-12,TUBE-DLX,4471,up,2026-06-01
TM-00265,ACC-DLR-19,TUBE-STD,4471,up,2025-11-01
TM-00266,ACC-DLR-26,TUBE-DLX,4471,up,2026-10-01
TM-00267,ACC-DLR-33,TUBE-DLX,4471,up,2026-07-01
TM-00268,ACC-DLR-40,TUBE-DLX,4471,up,2026-10-01
TM-00269,ACC-DLR-7,TUBE-DLX,4471,up,2026-03-01
TM-00270,ACC-DLR-14,TUBE-STD,4471,up,2025-05-01
TM-00271,ACC-DLR-21,TUBE-DLX,4471,up,2026-05-01
TM-00272,ACC-DLR-28,TUBE-DLX,4471,up,2026-09-01
TM-00273,ACC-DLR-35,TUBE-DLX,4471,up,2025-12-01
TM-00274,ACC-DLR-2,TUBE-DLX,4471,up,2026-09-01
TM-00275,ACC-DLR-9,TUBE-STD,4471,up,2025-11-01
TM-00276,ACC-DLR-16,TUBE-DLX,4471,up,2025-09-01
TM-00277,ACC-DLR-23,TUBE-DLX,4471,up,2026-05-01
TM-00278,ACC-DLR-30,TUBE-DLX,4471,up,2025-02-01
TM-00279,ACC-DLR-37,TUBE-DLX,4471,up,2026-04-01
TM-00280,ACC-DLR-4,TUBE-STD,4471,up,2025-11-01
TM-00281,ACC-DLR-11,TUBE-DLX,4471,up,2026-08-01
TM-00282,ACC-DLR-18,TUBE-DLX,4471,up,2026-07-01
TM-00283,ACC-DLR-25,TUBE-DLX,4471,up,2026-10-01
TM-00284,ACC-DLR-32,TUBE-DLX,4471,up,2025-10-01
TM-00285,ACC-DLR-39,TUBE-STD,4471,up,2025-09-01
TM-00286,ACC-DLR-6,TUBE-DLX,4471,up,2025-08-01
TM-00287,ACC-DLR-13,TUBE-DLX,4471,up,2025-05-01
TM-00288,ACC-DLR-20,TUBE-DLX,4471,up,2026-07-01
TM-00289,ACC-DLR-27,TUBE-DLX,4471,up,2026-01-01
TM-00290,ACC-DLR-34,TUBE-STD,4471,up,2026-08-01
TM-00291,ACC-DLR-1,TUBE-DLX,4471,up,2025-04-01
TM-00292,ACC-DLR-8,TUBE-DLX,4471,up,2025-05-01
TM-00293,ACC-DLR-15,TUBE-DLX,4471,up,2025-06-01
TM-00294,ACC-DLR-22,TUBE-DLX,4471,up,2026-04-01
TM-00295,ACC-DLR-29,TUBE-STD,4471,up,2026-06-01
TM-00296,ACC-DLR-36,TUBE-DLX,4471,up,2025-02-01
TM-00297,ACC-DLR-3,TUBE-DLX,4471,up,2025-04-01
TM-00298,ACC-DLR-10,TUBE-DLX,4471,up,2026-12-01
TM-00299,ACC-DLR-17,TUBE-DLX,4471,up,2025-08-01
TM-00300,ACC-DLR-24,TUBE-STD,4471,up,2025-11-01
TM-00301,ACC-DLR-31,TUBE-DLX,4471,up,2026-04-01
TM-00302,ACC-DLR-38,TUBE-DLX,4471,up,2025-08-01
TM-00303,ACC-DLR-5,TUBE-DLX,4471,up,2025-03-01
TM-00304,ACC-DLR-12,TUBE-DLX,4471,up,2025-08-01
TM-00305,ACC-DLR-19,TUBE-STD,4471,up,2026-02-01
TM-00306,ACC-DLR-26,TUBE-DLX,4471,up,2026-09-01
TM-00307,ACC-DLR-33,TUBE-DLX,4471,up,2026-10-01
TM-00308,ACC-DLR-40,TUBE-DLX,4471,up,2025-12-01
TM-00309,ACC-DLR-7,TUBE-DLX,4471,up,2025-02-01
TM-00310,ACC-DLR-14,TUBE-STD,4471,up,2025-11-01
TM-00311,ACC-DLR-21,TUBE-DLX,4471,up,2025-04-01
TM-00312,ACC-DLR-28,TUBE-DLX,4471,up,2025-04-01
TM-00313,ACC-DLR-35,TUBE-DLX,4471,up,2025-08-01
TM-00314,ACC-DLR-2,TUBE-DLX,4471,up,2025-06-01
TM-00315,ACC-DLR-9,TUBE-STD,4471,up,2026-02-01
TM-00316,ACC-DLR-16,TUBE-DLX,4471,up,2025-11-01
TM-00317,ACC-DLR-23,TUBE-DLX,4471,up,2025-12-01
TM-00318,ACC-DLR-30,TUBE-DLX,4471,up,2025-03-01
TM-00319,ACC-DLR-37,TUBE-DLX,4471,up,2026-06-01
TM-00320,ACC-DLR-4,TUBE-STD,4471,up,2025-10-01
TM-00321,ACC-DLR-11,TUBE-DLX,4471,up,2025-06-01
TM-00322,ACC-DLR-18,TUBE-DLX,4471,up,2026-11-01
TM-00323,ACC-DLR-25,TUBE-DLX,4471,up,2026-11-01
TM-00324,ACC-DLR-32,TUBE-DLX,4471,up,2026-10-01
TM-00325,ACC-DLR-39,TUBE-STD,4471,up,2026-06-01
TM-00326,ACC-DLR-6,TUBE-DLX,4471,up,2025-04-01
TM-00327,ACC-DLR-13,TUBE-DLX,4471,up,2026-03-01
TM-00328,ACC-DLR-20,TUBE-DLX,4471,up,2026-10-01
TM-00329,ACC-DLR-27,TUBE-DLX,4471,up,2025-10-01
TM-00330,ACC-DLR-34,TUBE-STD,4471,up,2025-03-01
TM-00331,ACC-DLR-1,TUBE-DLX,4471,up,2026-10-01
TM-00332,ACC-DLR-8,TUBE-DLX,4471,up,2025-09-01
TM-00333,ACC-DLR-15,TUBE-DLX,4471,up,2026-07-01
TM-00334,ACC-DLR-22,TUBE-DLX,4471,up,2026-07-01
TM-00335,ACC-DLR-29,TUBE-STD,4471,up,2026-09-01
TM-00336,ACC-DLR-36,TUBE-DLX,4471,up,2025-03-01
TM-00337,ACC-DLR-3,TUBE-DLX,4471,up,2025-06-01
TM-00338,ACC-DLR-10,TUBE-DLX,4471,up,2026-03-01
TM-00339,ACC-DLR-17,TUBE-DLX,4471,up,2025-10-01
TM-00340,ACC-DLR-24,TUBE-STD,4471,up,2025-09-01
TM-00341,ACC-DLR-31,TUBE-DLX,4471,up,2026-05-01
TM-00342,ACC-DLR-38,TUBE-DLX,4471,up,2026-04-01
TM-00343,ACC-DLR-5,TUBE-DLX,4471,up,2025-06-01
TM-00344,ACC-DLR-12,TUBE-DLX,4471,up,2025-01-01
TM-00345,ACC-DLR-19,TUBE-STD,4471,up,2026-01-01
TM-00346,ACC-DLR-26,TUBE-DLX,4471,up,2026-01-01
TM-00347,ACC-DLR-33,TUBE-DLX,4471,up,2026-07-01
TM-00348,ACC-DLR-40,TUBE-DLX,4471,up,2026-04-01
TM-00349,ACC-DLR-7,TUBE-DLX,4471,up,2025-08-01
TM-00350,ACC-DLR-14,TUBE-STD,4471,up,2025-01-01
TM-00351,ACC-DLR-21,TUBE-DLX,4471,up,2025-12-01
TM-00352,ACC-DLR-28,TUBE-DLX,4471,up,2025-02-01
TM-00353,ACC-DLR-35,TUBE-DLX,4471,up,2025-10-01
TM-00354,ACC-DLR-2,TUBE-DLX,4471,up,2025-06-01
TM-00355,ACC-DLR-9,TUBE-STD,4471,up,2025-01-01
TM-00356,ACC-DLR-16,TUBE-DLX,4471,up,2025-08-01
TM-00357,ACC-DLR-23,TUBE-DLX,4471,up,2026-12-01
TM-00358,ACC-DLR-30,TUBE-DLX,4471,up,2026-04-01
TM-00359,ACC-DLR-37,TUBE-DLX,4471,up,2025-11-01
TM-00360,ACC-DLR-4,TUBE-STD,4471,up,2025-12-01
TM-00361,ACC-DLR-11,TUBE-DLX,4471,up,2025-01-01
TM-00362,ACC-DLR-18,TUBE-DLX,4471,up,2026-08-01
TM-00363,ACC-DLR-25,TUBE-DLX,4471,up,2026-11-01
TM-00364,ACC-DLR-32,TUBE-DLX,4471,up,2026-02-01
TM-00365,ACC-DLR-39,TUBE-STD,4471,up,2025-02-01
TM-00366,ACC-DLR-6,TUBE-DLX,4471,up,2025-07-01
TM-00367,ACC-DLR-13,TUBE-DLX,4471,up,2026-03-01
TM-00368,ACC-DLR-20,TUBE-DLX,4471,up,2025-03-01
TM-00369,ACC-DLR-27,TUBE-DLX,4471,up,2026-11-01
TM-00370,ACC-DLR-34,TUBE-STD,4471,up,2026-07-01
TM-00371,ACC-DLR-1,TUBE-DLX,4471,up,2026-07-01
TM-00372,ACC-DLR-8,TUBE-DLX,4471,up,2025-12-01
TM-00373,ACC-DLR-15,TUBE-DLX,4471,up,2026-10-01
TM-00374,ACC-DLR-22,TUBE-DLX,4471,up,2025-02-01
TM-00375,ACC-DLR-29,TUBE-STD,4471,up,2025-09-01
TM-00376,ACC-DLR-36,TUBE-DLX,4471,up,2025-02-01
TM-00377,ACC-DLR-3,TUBE-DLX,4471,up,2026-11-01
TM-00378,ACC-DLR-10,TUBE-DLX,4471,up,2025-08-01
TM-00379,ACC-DLR-17,TUBE-DLX,4471,up,2025-01-01
